election,country,ISO,year,date,office,numresponses,COUNTRYDATA,PR,CL,fhcategory,development,gdp_pc_ppp,region,region9,oecd,OVERALLINTEGRITY,PEI_add_original_m,PEI_add_original,PEI_add_new_m,PEI_add_new,PEI_concept_m,PEI_contestation_m,PEI_participation_m,PEI_deliberation_m,PEI_adjudication_m,PEI_concept,PEI_contestation,PEI_participation,PEI_deliberation,PEI_adjudication,rating,LAWS,lawsunfair,lawsunfair2,favoredincumbent,favoredincumbent2,citizens,citizens2,certainty,changes,equal,enfranchised,laws,laws_m,laws_new,laws_new_m,PROCEDURES,managed,votinginfo,fairofficials,legalelections,procedures,procedures_m,procedures_new,procedures_new_m,BOUNDARIES,bdiscrim,bdiscrim2,bfavored,bfavored2,bimpartial,boundaries,boundaries_m,boundaries_new,boundaries_new_m,VOTERREGISTRATION,reglisted,reglisted2,reginaccurate,reginaccurate2,ineligible,ineligible2,unlikelyreg,unlikelyreg2,votereg,votereg_m,voterreg_new,voterreg_new_m,PARTYREGISTRATION,oppprevent,oppprevent2,womenopp,minorityopp,leaderselect,leaderselect2,rallies,rallies2,equalopp,partytargeted,partytargeted2,partyreg,partyreg_m,partyreg_new,partyreg_new_m,MEDIACOVERAGE,balanced,tv,tv2,fairaccess,faircoverage,socialmedia,disinformation,disinformation2,informed,media,media_m,media_new,media_new_m,CAMPAIGNFINANCE,subsidies,donations,accounts,rich,rich2,resources,resources2,bribed,bribed2,finance,finance_m,finance_new,finance_new_m,VOTINGPROCESS,violence,violence2,fraudulent,fraudulent2,easy,choice,disabled,expats,internet,gaps,gaps2,encouraged,identification,identification2,voting,voting_m,voting_new,voting_new_m,VOTECOUNT,secure,delay,faircount,intlmonitors,intlmonitors2,domesticmonitors,domesticmonitors2,count,count_m,count_new,count_new_m,VOTINGRESULTS,challenged,challenged2,protestspeace,protestspeace2,protestsviolent,protestsviolent2,disputes,effective,results,results_m,results_new,results_new_m,ELECTIONAUTHORITIES,impartial,info,scrutiny,performance,targeted,targeted2,EMBs,EMBs_m,EMBs_new,EMBs_new_m,GENERALQUESTIONS,familiarity,important,ORGCONFIDENCE,courts,government,parliament,armedforces,electoralauth,BACKGROUND,expertdomestic,currentlylive,electionlive,employment,public,university,nonprofit,agency,private,occupation,agegroup,sex,education,born,lived,candidate,rep,activist,ngo,voted,norole,monitor,monitorint,official,citizen,leftrightscale,difficulty,VIGNETTES,vignettea,vignetteb,vignettec,vignetted,vignettee,vignettef,ROTATING,freetovote,fearviolence,fearviolence2,ballotconfidential,freefairelect,cashforvotes,cashforvotes2,patronage,patronage2,audit,hacking,campaignnews,govtnews,fakenews,fakenews2,hatespeech,hatespeech2,informedchoices,foreigninterference,foreigninterference2,mediamonitors,cyberattacks,cyberattacks2,diversenews,journalisticstandards,partisanjournalists,partisanjournalists2,fakesocial,fakesocial2,emergency,emergency2,safetyvoters,safetyworkers,safetyworkers2,opportunitycampaign,opportunitycampaign2,incumbentcampaign,incumbentcampaign2,postponed,postponed2,hesitant,hesitant2,support,shortage,shortage2,resourced,resourced2
AGO_31082012_L1,Angola,AGO,2012.0,2012-08-31,Legislative,11.0,,6,5,0,3,6109.1367,1,1,0,,33.291527,43.367348,,,33.80666,32.126892,28.88889,41.477272,32.733585,33.964645,32.765152,31.818182,41.477272,29.79798,,,4.0,2.0,4.2727275,1.7272727,3.4545455,2.5454545,,,,,25.833332,27.272726,,,,2.2727273,2.909091,2.2,2.5,36.11111,36.761364,36.11111,36.761364,,3.75,2.25,4.0,2.0,3.0,31.25,35.416668,31.25,35.416668,,4.3333335,1.6666666,4.3,1.7,4.0,2.0,,,22.222221,19.722221,,,,3.1818182,2.8181818,3.2,3.5,3.7272727,2.2727273,3.4545455,2.5454545,,,,46.0,46.68182,,,,1.6363636,4.4545455,1.5454545,2.1,2.1818182,3.9,,,,33.0,31.818182,,,,2.1818182,1.6,1.9090909,4.0,2.0,4.181818,1.8181819,,,23.5,22.545454,,,,3.3,2.7,4.0,2.0,2.9,3.7272727,2.2,2.0,1.2857143,,,,,,41.666668,39.696968,,,,2.2222223,3.7272727,2.3,4.125,1.875,4.5,1.5,35.714287,33.122475,35.714287,33.122475,,4.181818,1.8181819,3.6363637,2.3636363,2.0,4.0,2.6666667,,39.583332,42.803032,,,,1.9090909,3.4545455,1.9090909,2.2727273,,,34.659092,34.659092,,,,8.0,,,3.2727273,2.7272727,2.909091,4.090909,3.090909,,,,,2.6363637,0.18181819,0.8181818,0.27272728,0.0,0.18181819,,,,,,,0.0,0.0,0.0,0.09090909,0.0,0.90909094,0.0,0.0,0.0,0.09090909,3.909091,8.454545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGO_23082017_L1,Angola,AGO,2017.0,2017-08-23,Legislative,12.0,,6,6,0,2,6499.067104,1,1,0,,34.36745,25.255102,,,39.843803,38.069443,38.277565,42.708332,40.319866,40.68866,38.246525,39.90162,42.708332,41.898148,4.25,,3.1818182,2.8181818,3.8181818,2.1818182,2.6363637,3.3636363,,,,,44.696968,44.696968,,,,2.5,2.7,2.4545455,2.5,38.125,38.465908,38.125,38.465908,,3.4,2.6,3.6,2.4,3.2,43.333332,43.333332,43.333332,43.333332,,3.909091,2.090909,3.7272727,2.2727273,3.7777777,2.2222223,,,32.407406,29.882154,,,,2.5,3.5,3.0,3.0,3.7272727,2.2727273,2.7,3.3,,,,51.875,50.363636,,,,1.5,4.3333335,1.6666666,1.8333334,2.1666667,3.909091,,,,30.454546,30.378788,,,,2.75,2.7,1.7777778,4.0,2.0,3.8181818,2.1818182,4.0,2.0,30.0,32.04798,32.63889,30.873316,,2.6363637,3.3636363,3.4,2.6,3.9166667,3.8333333,3.1111112,2.090909,1.4444444,,,,,,56.25,53.815235,,,,2.7272727,2.5454545,2.2727273,2.8181818,3.1818182,3.5,2.5,44.5,41.136364,44.5,41.136364,,4.0,2.0,3.0,3.0,2.0,4.0,2.6666667,,46.52778,47.916668,,,,2.5,3.1666667,2.3333333,2.4166667,,,40.104168,40.104168,,,,7.8333335,,,3.4166667,3.25,3.5833333,4.1666665,3.6666667,,,,,2.5555556,0.083333336,0.75,0.5,0.16666667,0.083333336,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.4166665,8.5,,,,,6.9166665,5.1666665,3.0,,,,,3.0,,,,,,25.666666,10.416667,2.5833333,2.0833333,26.583334,26.583334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGO_24082022_P1,Angola,AGO,2022.0,2022-08-24,Presidential,3.0,,6,5,0,2,6491.12557839236,1,1,0,,31.207483,28.571428,,,39.646988,29.652779,48.61111,47.916668,32.407406,39.592014,29.20139,48.84259,47.916668,32.407406,3.3333333,,4.3333335,1.6666666,4.6666665,1.3333334,3.6666667,2.3333333,,,,,19.444445,19.444445,,,,1.6666666,2.0,2.0,2.0,22.916666,22.916666,22.916666,22.916666,,2.3333333,3.6666667,2.6666667,3.3333333,2.6666667,55.555553,55.555553,55.555553,55.555553,,4.0,2.0,4.3333335,1.6666666,4.5,1.5,,,16.666666,18.055555,,,,3.0,3.0,2.3333333,2.5,4.5,1.5,4.0,2.0,,,,37.5,31.666666,,,,1.3333334,4.3333335,1.6666666,1.6666666,2.3333333,4.6666665,,,,33.333332,33.333332,,,,2.0,1.6666666,2.0,3.5,2.5,4.3333335,1.6666666,3.5,2.5,25.0,24.166666,27.083334,26.38889,,4.0,2.0,4.0,2.0,2.6666667,4.3333335,3.0,4.3333335,1.0,,,,,,54.166668,51.38889,,,,1.6666666,3.0,1.6666666,4.0,2.0,3.3333333,2.6666667,30.0,30.0,30.0,30.0,,4.6666665,1.3333334,4.0,2.0,3.0,3.0,2.6666667,,31.25,31.25,,,,1.6666666,3.0,2.0,2.5,,,43.75,32.291668,,,,8.333333,,,2.6666667,3.0,3.0,2.6666667,3.3333333,,1.6666666,,,1.0,0.0,1.0,0.33333334,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.3333333,9.333333,,,,,9.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3333333,2.6666667,2.6666667,2.5,3.5,2.5,3.5,3.0,3.0,1.5,4.5,1.5,4.5,2.0,2.0,4.0,1.0,5.0
ATG_21032018_L1,Antigua and Barbuda,ATG,2018.0,2018-03-21,Legislative,2.0,,2,2,2,4,21490.943359375,2,9,0,,,,,,41.28472,27.291668,22.916666,46.875,68.05556,41.423615,27.5,30.902779,46.875,60.416664,5.5,,3.5,2.5,3.5,2.5,2.0,4.0,,,,,50.0,50.0,,,,4.0,4.0,3.5,4.0,71.875,71.875,71.875,71.875,,3.5,2.5,3.5,2.5,2.5,37.5,37.5,37.5,37.5,,4.0,2.0,4.0,2.0,,,,,,,,,,2.0,4.0,2.5,3.0,5.0,1.0,3.0,3.0,,,,42.5,42.5,,,,3.5,5.0,1.0,2.0,3.0,5.0,,,,45.0,47.5,,,,1.0,1.0,1.0,5.0,1.0,4.5,1.5,5.0,1.0,0.0,2.5,0.0,2.0833333,,1.5,4.5,4.0,2.0,4.0,3.5,1.0,1.0,1.0,,,,,,41.666668,41.666668,,,,,4.5,4.0,2.0,4.0,2.0,4.0,,,,,,2.5,3.5,1.5,4.5,1.5,4.5,4.0,,62.5,78.125,,,,2.0,4.0,1.5,3.0,,,40.625,40.625,,,,7.5,,,6.5,3.0,3.0,3.0,4.0,,,,,3.0,0.0,1.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,2.0,9.5,,,,,10.0,4.5,1.0,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,4.0,4.0,2.5,2.0,2.0,2.0,2.5,4.0,4.0,2.5,2.5,,,,,,,,,,,,,,,,,,
ARG_27102013_L1,Argentina,ARG,2013.0,2013-10-27,Legislative,16.0,,2,2,2,3,20161.496,2,9,0,,63.30024,59.94898,,,68.75028,61.144344,72.633354,63.046875,78.17656,68.31923,61.796875,71.54948,62.5,77.43056,7.9375,,2.3125,3.6875,2.75,3.25,1.5625,4.4375,,,,,69.791664,69.791664,,,,4.4375,4.25,4.25,4.3125,82.8125,82.8125,82.8125,82.8125,,2.2,3.8,2.4,3.6,3.857143,68.333336,68.809525,68.333336,68.809525,,2.4285715,3.5714285,2.2307692,3.7692308,2.1666667,3.8333333,,,70.833336,68.11661,,,,1.75,4.25,4.1875,3.7333333,2.8666666,3.1333334,2.2,3.8,,,,73.84615,70.520836,,,,2.6875,2.6,3.4,4.0,3.2,2.4166667,,,,53.636364,53.520832,,,,3.4,2.5,1.9285715,2.3125,3.6875,4.3125,1.6875,,,39.583332,41.017857,,,,2.0,4.0,2.2307692,3.7692308,3.875,4.0,3.5384614,4.142857,1.5555556,,,,,,69.791664,72.18979,,,,4.0,4.0625,4.1875,2.0,4.0,1.7333333,4.266667,77.916664,77.583336,77.916664,77.583336,,2.0,4.0,2.125,3.875,1.5625,4.4375,4.090909,,77.84091,77.52131,,,,3.7333333,3.857143,3.6666667,3.8666666,,,68.75,69.52381,,,,9.4375,,,6.4,4.6,4.8,3.8,6.5625,,,,,2.7857144,0.25,0.625,0.125,0.125,0.0625,,,,,,,0.0,0.0,0.0625,0.0625,0.375,0.25,0.0625,0.0,0.125,0.9375,4.0,8.4375,,4.4375,6.25,6.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG_22112015_L1,Argentina,ARG,2015.0,2015-11-22,Legislative,21.0,,2,2,2,3,20337.717,2,9,0,,60.952423,59.183674,,,66.9838,58.452076,70.495056,67.559525,71.42857,67.68477,58.586308,70.78373,67.559525,73.809525,7.714286,,2.7,3.3,2.4761906,3.5238094,1.6666666,4.3333335,,,,,68.75,67.97619,,,,3.6190476,4.0,3.9,4.2380953,73.125,73.48214,73.125,73.48214,,2.2857144,3.7142856,2.4285715,3.5714285,3.1111112,59.52381,61.64021,59.52381,61.64021,,2.2941177,3.7058823,2.2222223,3.7777777,2.4705882,3.5294118,,,66.666664,66.7756,,,,1.4210526,4.5789475,3.95,3.2941177,3.0555556,2.9444444,1.8095238,4.1904764,,,,70.0,69.789925,,,,2.6666667,2.5238094,3.4761906,3.6666667,2.9047618,3.2222223,,,,55.0,54.68254,,,,3.1052632,2.8,1.5263158,2.631579,3.368421,4.6190476,1.3809524,,,35.0,35.904762,,,,2.0,4.0,2.45,3.55,4.142857,4.3333335,2.8888888,4.0555553,1.6666666,,,,,,70.833336,70.710976,,,,3.6842105,3.7142856,3.8421052,2.125,3.875,1.875,4.125,70.0,71.20301,70.0,71.20301,,1.9,4.1,2.2105262,3.7894738,1.4736842,4.5263157,3.5,,69.53125,74.47369,,,,3.65,3.7,3.5,3.7,,,66.31944,65.9375,,,,9.095238,,,5.571429,5.714286,5.85,3.8095238,6.2380953,,,,,2.952381,0.0952381,0.95238096,0.14285715,0.04761905,0.0952381,,,,,,,0.0,0.0,0.0,0.0952381,0.5714286,0.0,0.0,0.0,0.04761905,0.9047619,4.2380953,8.714286,,4.5238094,8.047619,8.095238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG_22102017_L1,Argentina,ARG,2017.0,2017-10-22,Legislative,18.0,,2,2,2,3,19934.37249,2,9,0,,65.10167,58.67347,,,68.71588,56.821186,74.4158,61.805557,81.820984,69.21827,57.332176,75.01929,61.805557,82.71605,8.111111,,2.4705882,3.5294118,2.4117646,3.5882354,1.5882353,4.4117646,,,,,71.07843,71.07843,,,,4.0,4.111111,3.8823528,4.5,78.30882,78.08415,78.30882,78.08415,,2.3333333,3.6666667,2.1111112,3.8888888,3.0,62.962963,62.962963,62.962963,62.962963,,2.3846154,3.6153846,2.142857,3.857143,2.5,3.5,,,65.90909,66.43773,,,,1.7058823,4.2941175,3.5,3.5,3.3333333,2.6666667,2.0625,3.9375,,,,66.78571,64.491425,,,,2.6111112,3.6111112,2.3888888,3.3888888,2.8823528,2.4,,,,37.5,43.35621,,,,3.75,2.3333333,1.5,2.6666667,3.3333333,3.7692308,2.2307692,2.3333333,3.6666667,40.833332,40.73718,45.13889,45.05876,,1.7647059,4.2352943,2.6666667,3.3333333,4.0,4.4444447,3.6666667,4.4,1.3636364,,,,,,74.583336,75.332245,,,,4.1666665,3.8333333,3.9444444,1.4666667,4.5333333,1.4666667,4.5333333,81.0,80.05556,81.0,80.05556,,1.6111112,4.388889,1.7647059,4.2352943,1.2777778,4.7222223,4.0,,80.681816,83.41503,,,,3.7777777,3.8333333,3.8888888,4.0555553,,,72.22222,72.22222,,,,9.055555,,,4.4444447,5.888889,5.6666665,3.8823528,6.7058825,,,,,2.8888888,0.22222222,1.0,0.16666667,0.0,0.16666667,,,,,,,0.0,0.0,0.055555556,0.055555556,0.5,0.3888889,0.0,0.0,0.0,0.8333333,4.352941,9.176471,,,,,9.0,6.611111,3.4444444,,,,,4.3333335,,,,,,34.944443,19.555555,2.9444444,2.8888888,3.0555556,3.0555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG_27102019_P1,Argentina,ARG,2019.0,2019-10-27,Presidential,10.0,,2,2,2,3,22997.391756263278,2,9,0,,70.407875,64.03061,,,73.37111,63.78869,75.43981,66.875,87.38095,73.514755,63.364582,75.208336,66.875,88.61111,8.6,,1.8,4.2,1.8,4.2,1.6,4.4,,,,,81.666664,81.666664,,,,4.5,4.5,4.5,4.8,89.375,89.375,89.375,89.375,,1.5714285,4.428571,1.7142857,4.285714,4.142857,82.14285,82.14285,82.14285,82.14285,,2.0,4.0,1.7,4.3,1.7777778,4.2222223,,,79.62963,79.35185,,,,1.1,4.9,3.8,3.25,3.5,2.5,1.8,4.2,,,,69.375,68.25,,,,2.8,2.9,3.1,3.3,2.6,2.142857,,,,47.857143,44.714287,,,,3.9,2.6,1.7,1.9,4.1,4.3,1.7,1.9,4.1,45.0,45.0,50.416668,50.416668,,2.0,4.0,2.3,3.7,4.4,4.4,3.3333333,4.111111,1.0,,,,,,75.92593,74.76852,,,,4.2,3.9,4.6,1.4,4.6,1.3,4.7,85.0,85.0,85.0,85.0,,1.7,4.3,1.6,4.4,1.2,4.8,4.285714,,83.92857,86.16071,,,,4.3,4.2222223,3.9,4.2,,,78.47222,78.888885,,,,9.7,,,5.4,5.6,6.1,4.8,7.4,,,,,1.0,0.2,1.0,0.1,0.0,0.1,,,,,,,0.0,0.0,0.0,0.0,0.6,0.5,0.0,0.0,0.0,0.9,4.5,9.5,,,,,9.5,6.4,3.0,,,,,,,,,,,,,,,3.1,3.1,3.375,3.375,3.8888888,3.3,3.3,3.2,2.1111112,2.1111112,3.5,2.5,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,
ARG_14112021_L1,Argentina,ARG,2021.0,2021-11-14,Legislative,9.0,,2,2,2,3,23627.394294419475,2,9,0,,65.71004,66.581635,,,68.04681,64.62963,69.010414,63.194443,75.35274,68.56964,65.86806,69.29012,63.194443,75.92593,8.666667,,1.8888888,4.111111,2.0,4.0,1.2222222,4.7777777,,,,,82.40741,82.40741,,,,4.2222223,4.0,4.4444447,4.4444447,81.94444,81.94444,81.94444,81.94444,,2.0,4.0,2.3333333,3.6666667,3.1666667,65.27778,65.27778,65.27778,65.27778,,2.125,3.875,1.875,4.125,2.0,4.0,,,76.190475,75.0,,,,1.4444444,4.5555553,4.5555553,3.7777777,2.875,3.125,1.7777778,4.2222223,,,,76.875,76.18056,,,,3.1111112,2.5,3.5,3.3333333,3.1111112,2.5714285,,,,49.166668,53.134922,,,,3.25,2.625,1.75,1.7777778,4.2222223,4.111111,1.8888888,2.125,3.875,43.125,43.680557,49.404762,48.37963,,1.875,4.125,2.25,3.75,4.111111,3.75,3.125,3.5555556,1.4,,,,,,69.64286,68.40278,,,,4.2222223,4.2222223,4.2222223,2.3333333,3.6666667,2.0,4.0,76.666664,76.666664,76.666664,76.666664,,1.7777778,4.2222223,1.6666666,4.3333335,1.2222222,4.7777777,3.857143,,80.35714,82.440475,,,,3.7777777,4.0,3.5555556,4.0,,,70.3125,70.833336,,,,9.333333,,,5.125,4.4444447,5.0,3.5555556,6.7777777,,,,,1.1111112,0.22222222,1.0,0.11111111,0.0,0.22222222,,,,,,,0.0,0.0,0.0,0.0,0.6666667,0.33333334,0.0,0.0,0.0,0.7777778,4.111111,8.777778,,,,,8.333333,7.888889,4.4444447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG_19112023_P2,Argentina,ARG,2023.0,2023-11-19,Presidential,13.0,,2,2,2,3,27127.0,2,9,0,,65.51546,59.69388,68.54573,60.080647,66.122955,60.703506,68.0812,59.188034,76.5191,66.39356,61.354168,67.948715,59.188034,77.083336,8.307693,,1.6923077,4.3076925,2.4615386,3.5384614,1.5384616,4.4615383,3.7692308,3.8181818,3.6153846,4.0,77.5641,77.5641,74.35065,73.25175,,4.3846154,4.4615383,4.3846154,4.4615383,85.57692,85.57692,85.57692,85.57692,,2.4,3.6,2.6,3.4,3.2,60.0,60.0,60.0,60.0,,2.0,4.0,1.9,4.1,2.0,4.0,1.9,4.1,74.07407,75.833336,76.5625,76.25,,1.6923077,4.3076925,4.1538463,3.3846154,2.8461537,3.1538463,2.0,4.0,3.3846154,2.8461537,3.1538463,70.0,70.0,66.20879,66.20879,,2.0,3.0,3.0,3.6153846,2.3076923,2.9230769,4.0,2.0,3.3846154,44.23077,44.23077,43.68132,43.68132,,3.8181818,2.8,1.6666666,2.4166667,3.5833333,4.4166665,1.5833334,2.7692308,3.2307692,40.0,42.257576,43.229168,44.509518,,1.9166666,4.0833335,2.4615386,3.5384614,4.3076925,4.3846154,4.0,4.0,1.5555556,2.3076923,3.6923077,3.4615386,2.0,4.0,76.85185,76.30876,63.125,63.669872,,4.4615383,4.4615383,4.6153846,1.5833334,4.4166665,1.5833334,4.4166665,87.27273,86.85898,87.27273,86.85898,,1.6153846,4.3846154,2.1666667,3.8333333,1.3333334,4.6666665,3.625,3.5833333,83.92857,78.1851,81.42857,75.464745,,4.3076925,4.3076925,4.0833335,4.3076925,2.0,4.0,81.770836,81.29006,80.0,80.03205,,9.384615,,,6.3076925,5.076923,5.6153846,5.5384617,7.769231,,0.0,0.0,0.0,1.3076923,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,0.0,0.15384616,0.61538464,0.3846154,0.0,0.0,0.0,1.0,4.769231,9.153846,,,,,4.230769,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM_18022013_P1,Armenia,ARM,2013.0,2013-02-18,Presidential,11.0,,5,4,1,2,7997.3872,3,5,0,,45.009476,37.7551,,,41.05054,46.034092,29.291801,44.886364,43.9899,41.863163,46.24053,32.386364,44.886364,43.939396,4.142857,,2.6363637,3.3636363,3.1818182,2.8181818,2.7272727,3.2727273,,,,,53.78788,53.78788,,,,3.2727273,3.8181818,2.1818182,2.6363637,49.43182,49.43182,49.43182,49.43182,,2.6,3.4,3.6,2.4,2.4,43.333332,43.333336,43.333332,43.333336,,3.875,2.125,3.9,2.1,4.5555553,1.4444444,,,21.875,22.24537,,,,2.8181818,3.1818182,2.4444444,2.8333333,2.7777777,3.2222223,2.6363637,3.3636363,,,,49.0,50.227272,,,,2.8181818,4.0,2.0,3.2727273,2.6363637,4.4,,,,51.0,50.636364,,,,2.8888888,2.7777777,2.2,3.8,2.2,4.6363635,1.3636364,,,31.428572,32.151516,,,,3.5454545,2.4545455,4.2727275,1.7272727,3.9,3.1818182,2.5714285,1.75,1.8571428,,,,,,36.666668,39.93777,,,,3.2,3.909091,2.4545455,1.9090909,4.090909,2.8,3.2,56.11111,59.272728,56.11111,59.272728,,4.4545455,1.5454545,4.3636365,1.6363636,2.7272727,3.2727273,2.3636363,,30.113636,30.113636,,,,2.090909,3.3636363,2.5454545,2.6363637,,,41.477272,41.477272,,,,8.090909,,,3.7272727,3.7272727,3.8181818,4.909091,3.3636363,,,,,2.8888888,0.0,0.8181818,0.45454547,0.09090909,0.18181819,,,,,,,0.09090909,0.0,0.0,0.0,0.36363637,0.54545456,0.18181819,0.0,0.09090909,0.54545456,4.6363635,8.090909,,4.142857,5.857143,6.857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM_02042017_L1,Armenia,ARM,2017.0,2017-04-02,Legislative,12.0,,5,4,1,2,8817.9541,3,5,0,,52.514477,47.959183,,,48.730892,46.461864,39.24663,57.670456,51.544613,49.600693,47.274303,42.100693,55.208332,53.819443,5.3333335,,3.0,3.0,3.75,2.25,2.0833333,3.9166667,,,,,51.38889,51.38889,,,,2.9166667,3.0,2.4166667,2.75,44.270832,44.270832,44.270832,44.270832,,2.125,3.875,2.4285715,3.5714285,3.5,65.47619,66.22024,65.47619,66.22024,,2.3333333,3.6666667,2.9,3.1,3.2222223,2.7777777,,,55.555557,54.537037,,,,2.3333333,3.6666667,3.25,3.5833333,3.4,2.6,2.4545455,3.5454545,,,,62.22222,58.227272,,,,3.4545455,3.5,2.5,3.1666667,3.0833333,4.0833335,,,,54.545456,56.439392,,,,2.7777777,2.3,2.2727273,4.7,1.3,4.2727275,1.7272727,4.7,1.3,25.625,26.88889,19.642857,23.657408,,3.4545455,2.5454545,3.5,2.5,2.8333333,3.6363637,3.0,2.4444444,2.4285715,,,,,,41.666668,45.66498,,,,3.090909,3.5,2.9166667,2.1818182,3.8181818,2.5454545,3.4545455,58.0,58.901516,58.0,58.901516,,3.0833333,2.9166667,2.0833333,3.9166667,1.6666666,4.3333335,2.9,,63.75,62.916668,,,,2.75,3.3333333,3.3333333,2.6666667,,,50.520832,50.520832,,,,8.333333,,,4.25,4.3333335,4.0,5.8333335,3.8333333,,,,,2.8333333,0.083333336,0.9166667,0.33333334,0.083333336,0.0,,,,,,,0.0,0.0,0.0,0.16666667,0.41666666,0.41666666,0.0,0.0,0.0,0.6666667,5.25,8.666667,,,,,9.0,5.4166665,3.1666667,,,,,3.0833333,,,,,,34.833332,42.666668,2.75,10.416667,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM_02122018_L1,Armenia,ARM,2018.0,2018-12-02,Legislative,14.0,,5,4,1,3,8787.580078125,3,5,0,,66.584785,62.755104,,,67.7172,66.42429,55.85595,73.66071,74.92785,69.26525,67.6116,58.010914,73.66071,77.77778,8.571428,,2.9285715,3.0714285,2.7142856,3.2857144,2.0714285,3.9285715,,,,,60.714287,60.714287,,,,4.285714,4.142857,4.142857,4.571429,82.14286,82.14286,82.14286,82.14286,,2.1818182,3.8181818,2.7272727,3.2727273,3.2727273,61.363636,61.363636,61.363636,61.363636,,2.1818182,3.8181818,2.4285715,3.5714285,2.0,4.0,,,74.07407,69.91342,,,,1.5714285,4.428571,4.0,3.8461537,3.0,3.0,1.5,4.5,,,,75.0,73.87363,,,,3.857143,2.357143,3.642857,3.9230769,3.642857,3.909091,,,,69.545456,69.87512,,,,3.5,3.5555556,3.090909,2.5,3.5,2.6153846,3.3846154,1.6428572,4.357143,56.42857,60.1554,60.714283,64.11759,,1.8571428,4.142857,2.0769231,3.9230769,3.857143,4.142857,3.0,2.0,2.5,,,,,,62.916668,62.774727,,,,4.357143,4.428571,4.285714,1.5714285,4.428571,1.7142857,4.285714,83.92857,83.92857,83.92857,83.92857,,1.7857143,4.214286,1.6153846,4.3846154,1.3846154,4.6153846,3.1818182,,76.25,77.47565,,,,4.0,4.285714,4.0,4.214286,,,77.40385,78.125,,,,8.714286,,,3.857143,7.5,6.5,7.0,6.785714,,,,,2.857143,0.14285715,0.9285714,0.42857143,0.071428575,0.14285715,,,,,,,0.0,0.071428575,0.0,0.071428575,0.5714286,0.2857143,0.0,0.0,0.0,0.85714287,4.5,8.285714,,,,,9.071428,6.357143,4.0,,,,,,,,,,,,,,,2.357143,2.357143,3.357143,3.357143,3.6153846,2.2307692,2.2307692,3.3076923,1.6666666,1.6666666,3.3076923,3.0769231,2.8461537,2.8461537,3.0769231,3.0769231,,,,,,,,,,,,,,,,,,
